,age,job,education,default,balance,housing,loan,y
51976,56,3,2,0,589,1,0,1
51977,26,5,2,0,551,0,0,1
51978,30,4,2,0,-98,1,0,1
51979,54,4,2,0,602,0,0,1
51980,30,5,2,0,915,0,0,1
51981,49,4,1,0,0,0,0,1
51982,27,11,3,0,326,0,0,1
51983,32,3,2,0,294,1,0,1
51984,46,5,2,0,8799,0,0,1
51985,43,2,2,0,149,1,0,1
51986,23,2,2,0,598,0,0,1
51987,57,6,2,0,2798,0,0,1
51988,37,2,3,0,0,0,0,1
51989,60,7,1,0,5,0,0,1
51990,47,5,2,0,3229,0,0,1
51991,49,2,3,0,253,0,0,1
51992,46,9,3,0,5471,0,0,1
51993,56,2,2,0,10182,0,0,1
51994,39,4,2,0,684,0,0,1
51995,28,7,3,0,3412,0,0,1
51996,24,4,2,0,139,0,0,1
51997,34,2,2,0,4917,0,0,1
51998,27,2,3,0,1439,0,0,1
51999,50,1,3,0,83,0,0,1
52000,20,11,2,0,150,0,0,1
52001,36,7,2,0,1769,0,0,1
52002,35,2,3,0,670,0,0,1
52003,56,7,2,0,0,0,0,1
52004,54,6,2,0,3440,0,0,1
52005,23,11,2,0,112,0,0,1
52006,57,5,1,0,45,0,0,1
52007,25,8,3,0,1003,0,0,1
52008,58,10,2,0,2199,0,0,1
52009,37,2,2,0,5114,0,0,1
52010,60,8,2,0,11,0,0,1
52011,29,3,2,0,10,1,0,1
52012,34,8,2,0,978,0,0,1
52013,42,4,2,0,153,1,0,1
52014,28,2,2,0,437,0,0,1
52015,25,3,2,0,138,0,0,1
52016,32,5,2,0,138,0,0,1
52017,49,2,3,0,1167,1,1,1
52018,37,4,3,0,1000,1,0,1
52019,35,6,1,0,21,1,0,1
52020,50,4,1,0,723,0,0,1
52021,34,4,2,0,51,1,0,1
52022,35,3,2,0,0,1,0,1
52023,26,3,2,0,95,0,0,1
52024,55,8,3,0,736,0,0,1
52025,37,2,2,0,1198,0,0,1
52026,64,8,2,0,1850,0,0,1
52027,36,2,3,0,494,0,0,1
52028,28,3,2,0,706,1,0,1
52029,33,1,3,0,1648,0,0,1
52030,38,4,3,0,1292,0,0,1
52031,70,8,2,0,922,0,0,1
52032,56,6,2,0,406,0,0,1
52033,56,3,2,0,1942,0,0,1
52034,53,2,2,0,481,0,0,1
52035,37,4,1,0,1757,0,0,1
52036,26,4,2,0,482,0,1,1
52037,62,8,3,0,2555,0,0,1
52038,30,4,2,0,431,1,0,1
52039,29,6,1,0,200,0,0,1
52040,30,2,2,0,353,0,0,1
52041,47,3,2,0,10910,0,0,1
52042,42,3,3,0,757,0,0,1
52043,32,2,3,0,46,0,0,1
52044,58,4,2,0,3911,0,0,1
52045,58,3,2,0,115,0,0,1
52046,43,3,2,0,3081,0,0,1
52047,46,3,2,0,1167,1,0,1
52048,35,4,3,0,994,0,0,1
52049,60,8,2,0,5267,0,0,1
52050,26,8,1,0,50,0,0,1
52051,55,4,1,0,2105,0,0,1
52052,54,3,2,0,0,0,0,1
52053,33,2,3,0,1778,0,0,1
52054,47,2,2,0,1167,1,0,1
52055,29,4,2,0,655,0,0,1
52056,22,6,3,0,828,0,0,1
52057,31,4,1,0,339,0,0,1
52058,30,6,3,0,2666,0,0,1
52059,34,3,2,0,85,0,0,1
52060,41,7,1,0,1916,0,0,1
52061,36,2,2,0,61,1,0,1
52062,37,6,1,0,2120,0,0,1
52063,34,7,1,0,3282,0,0,1
52064,47,2,3,0,1052,0,0,1
52065,27,3,2,0,592,0,0,1
52066,32,2,3,0,1808,0,0,1
52067,40,3,3,0,1646,1,0,1
52068,45,2,3,0,0,0,0,1
52069,76,6,1,0,3023,0,0,1
52070,66,8,1,0,2883,0,0,1
52071,31,2,2,0,826,0,0,1
52072,52,8,1,0,362,0,0,1
52073,35,6,2,0,979,0,0,1
52074,47,3,2,0,296,0,0,1
52075,36,3,2,0,28,0,0,1
52076,27,11,2,0,66,0,0,1
52077,28,5,2,0,760,0,0,1
52078,56,4,2,0,4033,0,0,1
52079,23,11,2,0,1234,0,0,1
52080,39,2,3,0,0,0,0,1
52081,67,8,3,0,1945,0,0,1
52082,54,8,1,0,309,0,0,1
52083,58,9,2,0,0,0,0,1
52084,46,2,2,0,333,1,0,1
52085,30,5,2,0,377,1,0,1
52086,67,8,2,0,704,0,0,1
52087,35,4,2,0,320,0,0,1
52088,38,2,2,0,1880,0,0,1
52089,34,5,2,0,1937,0,0,1
52090,30,2,3,0,5561,1,0,1
52091,32,5,3,0,5464,0,0,1
52092,52,7,3,0,2511,0,0,1
52093,34,2,3,0,3344,0,0,1
52094,39,4,3,0,4214,0,0,1
52095,31,4,2,0,181,0,0,1
52096,34,3,2,0,141,1,0,1
52097,30,2,3,0,4317,0,0,1
52098,52,3,1,0,479,0,0,1
52099,36,2,3,0,7,0,0,1
52100,43,7,1,0,-101,1,0,1
52101,30,4,2,0,129,1,0,1
52102,57,5,2,0,0,0,0,1
52103,31,2,2,0,676,0,0,1
52104,32,2,2,0,133,0,0,1
52105,53,6,1,0,79,0,0,1
52106,37,4,2,0,1380,0,0,1
52107,44,5,2,0,1497,0,0,1
52108,33,2,2,0,1729,1,0,1
52109,53,1,2,0,1959,0,0,1
52110,50,5,2,0,5572,0,0,1
52111,37,4,2,0,278,1,0,1
52112,44,7,2,0,815,0,0,1
52113,58,6,2,0,2914,0,0,1
52114,27,4,2,0,777,0,0,1
52115,46,5,2,0,2420,0,0,1
52116,30,4,2,0,386,0,0,1
52117,60,4,1,0,3111,0,0,1
52118,34,3,2,0,15,0,0,1
52119,24,3,2,0,555,0,0,1
52120,36,7,1,0,320,1,0,1
52121,35,3,2,0,353,0,0,1
52122,37,3,2,0,4537,0,0,1
52123,44,5,2,0,7,0,0,1
52124,28,7,2,0,-43,0,0,1
52125,42,2,3,0,7320,0,0,1
52126,32,3,2,0,51,0,0,1
52127,47,6,2,0,310,0,0,1
52128,32,3,2,0,1031,0,0,1
52129,40,5,2,0,2413,1,0,1
52130,38,9,1,0,27352,0,0,1
52131,51,4,2,0,459,0,0,1
52132,32,2,3,0,1139,1,0,1
52133,74,8,1,0,800,0,0,1
52134,39,6,2,0,48,0,0,1
52135,31,3,2,0,18142,1,0,1
52136,39,5,3,0,1539,0,0,1
52137,32,4,2,0,697,0,0,1
52138,25,4,2,0,-62,1,0,1
52139,39,5,2,0,4241,1,0,1
52140,21,9,3,0,830,0,0,1
52141,33,6,2,0,3546,0,0,1
52142,25,3,2,0,111,0,0,1
52143,60,6,1,0,5,0,0,1
52144,31,5,2,0,486,0,0,1
52145,51,2,2,0,335,0,0,1
52146,32,3,2,1,-1072,1,0,1
52147,25,5,2,0,0,1,0,1
52148,31,5,2,0,1270,1,0,1
52149,75,8,1,0,0,0,0,1
52150,38,7,2,0,0,0,0,1
52151,62,6,2,0,474,0,0,1
52152,36,5,2,0,478,0,0,1
52153,35,4,2,0,1541,1,0,1
52154,54,2,2,0,2157,1,0,1
52155,50,4,2,0,244,0,0,1
52156,36,4,2,0,728,0,0,1
52157,38,7,3,0,7979,0,0,1
52158,41,2,3,0,3654,0,0,1
52159,76,8,1,0,802,0,0,1
52160,42,2,2,0,651,0,0,1
52161,37,5,4,0,619,0,0,1
52162,27,5,2,0,641,0,0,1
52163,33,4,2,0,-362,1,0,1
52164,51,7,2,0,3538,0,0,1
52165,69,8,1,0,324,0,0,1
52166,63,8,1,0,109,0,0,1
52167,55,4,2,0,1693,0,0,1
52168,26,7,2,0,79,0,0,1
52169,67,8,2,0,936,0,0,1
52170,54,4,2,0,2890,0,0,1
52171,47,9,2,0,817,0,0,1
52172,37,3,2,0,15090,0,0,1
52173,51,6,2,0,2086,0,0,1
52174,51,1,3,0,83,0,0,1
52175,38,3,3,0,1292,0,0,1
52176,28,10,1,0,657,0,0,1
52177,29,6,3,0,655,0,0,1
52178,23,11,2,0,0,0,0,1
52179,39,9,1,0,1909,0,0,1
52180,40,2,3,0,0,0,0,1
52181,44,4,2,0,2552,0,0,1
52182,40,6,2,0,10328,0,0,1
52183,50,5,2,0,10,0,0,1
52184,35,2,2,0,0,1,0,1
52185,34,7,1,0,78,1,0,1
52186,36,4,2,0,2676,0,0,1
52187,76,8,1,0,3324,0,0,1
52188,36,4,2,0,1207,1,0,1
52189,49,2,2,0,1166,0,0,1
52190,50,2,3,0,469,0,0,1
52191,41,2,2,0,3519,0,0,1
52192,53,2,2,0,1624,0,0,1
52193,28,3,2,0,2613,0,0,1
52194,55,2,3,0,2037,0,0,1
52195,48,2,2,0,371,0,0,1
52196,27,3,2,0,451,1,0,1
52197,35,3,3,0,670,0,0,1
52198,23,11,2,0,431,0,0,1
52199,59,3,1,0,65,0,0,1
52200,31,4,2,0,2,1,0,1
52201,47,2,2,0,3664,0,0,1
52202,35,4,1,0,320,0,0,1
52203,39,4,2,0,259,1,0,1
52204,30,4,2,0,523,0,0,1
52205,66,8,2,0,2048,0,0,1
52206,27,3,3,0,11862,0,0,1
52207,46,7,2,0,1726,0,0,1
52208,61,4,2,0,251,0,0,1
52209,36,2,2,0,1056,0,0,1
52210,41,6,2,0,2821,0,0,1
52211,38,4,2,0,982,0,0,1
52212,39,2,3,0,0,1,0,1
52213,27,4,2,0,0,1,0,1
52214,74,8,1,0,526,0,0,1
52215,35,2,3,0,1617,0,0,1
52216,69,8,2,0,1845,0,0,1
52217,41,4,3,0,0,1,0,1
52218,25,2,2,0,940,0,0,1
52219,37,7,1,0,1380,0,0,1
52220,33,6,1,0,102,1,0,1
52221,30,7,1,0,1664,1,0,1
52222,82,8,1,0,425,0,0,1
52223,39,2,2,0,1429,0,0,1
52224,31,2,3,0,12989,0,0,1
52225,54,6,2,0,197,0,0,1
52226,53,3,2,0,114,0,0,1
52227,33,4,2,0,151,1,0,1
52228,26,4,3,0,2855,0,0,1
52229,32,2,2,0,131,1,0,1
52230,27,2,2,0,1631,0,0,1
52231,40,3,2,0,0,0,0,1
52232,26,4,3,0,41,1,0,1
52233,31,2,3,0,3383,0,0,1
52234,73,7,2,0,638,0,0,1
52235,64,7,1,0,2021,0,0,1
52236,25,3,2,0,4858,0,0,1
52237,65,7,1,0,6536,0,0,1
52238,52,7,2,0,955,0,1,1
52239,37,4,2,0,-789,1,0,1
52240,55,3,2,0,6465,0,0,1
52241,48,7,1,0,24,1,0,1
52242,37,3,2,0,1197,0,0,1
52243,32,4,2,0,485,0,0,1
52244,40,2,2,0,3840,0,0,1
52245,34,4,2,0,-30,0,0,1
52246,73,8,2,0,935,0,0,1
52247,26,7,2,0,342,0,0,1
52248,40,8,1,0,216,0,0,1
52249,41,2,3,0,1250,0,0,1
52250,35,7,2,0,1102,0,0,1
52251,42,2,3,0,0,0,0,1
52252,63,8,1,0,12068,0,0,1
52253,37,1,2,0,-21,1,0,1
52254,42,5,1,0,1675,0,0,1
52255,51,2,3,0,1171,0,0,1
52256,32,2,2,0,718,1,0,1
52257,29,4,2,0,305,0,0,1
52258,54,9,3,0,365,0,0,1
52259,58,8,1,0,2538,0,0,1
52260,25,2,2,0,942,0,0,1
52261,46,5,2,0,319,0,0,1
52262,35,2,2,0,5442,0,0,1
52263,45,6,3,0,841,0,0,1
52264,60,8,3,0,2557,1,0,1
52265,52,2,2,0,583,0,0,1
52266,24,7,1,0,2483,0,0,1
52267,34,3,2,0,1879,0,0,1
52268,46,1,3,0,-468,0,0,1
52269,78,8,1,0,1475,0,0,1
52270,27,4,2,0,193,0,0,1
52271,28,7,2,0,-46,1,0,1
52272,41,3,2,0,-818,1,0,1
52273,44,3,2,0,1430,0,0,1
52274,57,5,3,0,1382,0,0,1
52275,37,2,2,0,2281,0,0,1
52276,33,7,2,0,242,1,0,1
52277,49,4,1,0,-529,1,1,1
52278,44,6,2,0,95,0,0,1
52279,58,7,1,0,-88,1,0,1
52280,51,3,3,0,391,0,0,1
52281,23,3,2,0,283,1,0,1
52282,61,8,3,0,2557,1,0,1
52283,36,4,3,0,998,0,0,1
52284,32,2,2,0,763,0,0,1
52285,32,2,3,0,2756,0,0,1
52286,58,4,2,0,106,0,0,1
52287,37,6,2,0,1816,0,0,1
52288,44,4,3,0,2888,1,0,1
52289,26,3,2,0,0,0,1,1
52290,33,3,2,0,-31,0,0,1
52291,39,4,2,0,130,0,0,1
52292,59,8,1,0,1241,0,0,1
52293,52,2,2,0,381,0,0,1
52294,34,4,3,0,127,0,0,1
52295,47,7,2,0,14581,0,0,1
52296,33,4,1,0,868,0,0,1
52297,46,2,2,0,1147,0,0,1
52298,39,3,2,0,1105,0,0,1
52299,41,6,1,0,1628,0,0,1
52300,31,2,3,0,1331,0,0,1
52301,30,8,2,0,497,0,0,1
52302,39,2,3,0,11884,0,0,1
52303,40,3,3,0,164,1,0,1
52304,31,8,2,0,1026,0,0,1
52305,34,4,2,0,898,1,0,1
52306,53,2,3,0,0,0,0,1
52307,56,2,3,0,855,0,0,1
52308,39,6,2,0,1380,1,0,1
52309,47,5,1,0,368,0,0,1
52310,32,4,3,0,654,0,0,1
52311,43,9,3,0,0,0,0,1
52312,33,2,3,0,148,0,0,1
52313,57,8,2,0,1044,0,0,1
52314,25,7,2,0,190,0,0,1
52315,46,4,2,0,9312,0,0,1
52316,71,8,2,0,1132,0,0,1
52317,29,2,2,0,295,0,0,1
52318,29,2,3,0,15040,0,0,1
52319,49,2,3,0,1807,1,0,1
52320,40,7,2,0,3622,0,0,1
52321,28,3,2,0,-125,0,0,1
52322,28,4,2,0,157,0,0,1
52323,55,7,2,0,310,0,0,1
52324,42,3,2,0,1354,0,0,1
52325,39,4,3,0,4214,0,0,1
52326,44,2,2,0,18191,0,0,1
52327,36,2,3,0,202,0,0,1
52328,33,2,2,0,549,0,0,1
52329,51,4,2,0,726,1,0,1
52330,26,7,2,0,81,0,0,1
52331,26,6,2,0,1243,0,0,1
52332,57,2,3,0,473,0,0,1
52333,42,7,2,0,413,1,0,1
52334,48,3,1,0,567,1,0,1
52335,33,2,3,0,22970,0,0,1
52336,37,11,3,0,0,0,0,1
52337,43,1,2,0,0,0,0,1
52338,31,6,2,0,889,0,0,1
52339,41,2,2,0,506,0,0,1
52340,36,4,2,0,60,1,0,1
52341,44,4,2,0,187,1,0,1
52342,36,4,2,0,1533,0,0,1
52343,40,5,2,0,626,0,0,1
52344,33,3,2,0,2979,1,0,1
52345,55,5,2,0,547,0,0,1
52346,30,2,3,0,131,0,0,1
52347,54,7,2,0,3917,1,0,1
52348,55,3,2,0,2815,0,0,1
52349,42,4,2,0,1707,1,0,1
52350,48,4,2,0,3609,0,0,1
52351,33,2,2,0,7908,0,0,1
52352,54,7,1,0,1776,0,0,1
52353,22,6,1,0,372,0,0,1
52354,34,2,2,0,1723,1,0,1
52355,27,3,2,0,187,0,0,1
52356,32,2,3,0,933,0,0,1
52357,59,8,2,0,1049,0,0,1
52358,59,7,2,0,439,0,1,1
52359,26,2,2,0,4865,0,0,1
52360,23,11,2,0,107,0,0,1
52361,26,3,1,0,-119,0,0,1
52362,35,2,3,0,2714,0,0,1
52363,34,4,2,0,3909,0,0,1
52364,36,5,2,0,752,0,1,1
52365,55,7,1,0,9364,0,0,1
52366,35,4,2,0,1628,0,0,1
52367,48,4,1,0,5022,0,0,1
52368,58,3,2,0,1317,0,0,1
52369,51,5,1,0,1312,0,0,1
52370,29,10,3,0,2928,0,0,1
52371,54,6,2,0,1612,1,0,1
52372,47,4,2,0,362,0,0,1
52373,19,11,3,0,107,0,0,1
52374,60,2,3,0,264,0,0,1
52375,34,7,1,0,3475,0,0,1
52376,39,4,2,0,260,1,0,1
52377,33,3,2,0,133,0,0,1
52378,63,4,2,0,2986,0,0,1
52379,48,8,3,0,557,0,0,1
52380,41,3,2,0,430,0,0,1
52381,61,7,2,0,3114,0,0,1
52382,62,8,2,0,5720,0,0,1
52383,32,3,2,0,17,0,0,1
52384,32,2,3,0,21227,0,0,1
52385,36,2,3,0,202,0,0,1
52386,54,8,2,0,2204,0,0,1
52387,59,8,2,0,514,0,0,1
52388,46,4,2,0,5347,1,1,1
52389,74,8,2,0,1,0,0,1
52390,61,9,1,1,1237,0,0,1
52391,61,7,2,0,955,0,0,1
52392,48,2,3,0,0,0,0,1
52393,26,2,3,0,2148,0,0,1
52394,22,9,3,0,2785,0,0,1
52395,19,11,4,0,108,0,0,1
52396,54,3,2,0,0,0,0,1
52397,35,7,2,0,0,1,0,1
52398,30,2,2,0,605,0,0,1
52399,32,7,3,0,700,0,0,1
52400,39,3,3,0,1,0,0,1
52401,54,8,2,0,1083,0,0,1
52402,48,6,2,0,1,0,0,1
52403,32,2,2,0,131,1,0,1
52404,31,2,2,0,358,0,0,1
52405,21,11,2,0,123,0,0,1
52406,60,6,2,0,107,0,0,1
52407,31,8,3,0,5151,0,0,1
52408,34,4,2,0,0,1,0,1
52409,28,4,2,0,1594,0,0,1
52410,44,2,3,0,2904,1,0,1
52411,34,4,2,0,1085,0,0,1
52412,50,2,2,0,152,0,0,1
52413,35,6,1,0,101,1,0,1
52414,43,2,2,0,5062,0,0,1
52415,37,3,2,0,506,1,0,1
52416,69,8,4,0,426,0,0,1
52417,34,3,2,0,4595,1,0,1
52418,49,2,2,0,-47,1,0,1
52419,34,7,1,0,7458,0,1,1
52420,31,6,2,0,91,1,0,1
52421,32,2,3,0,53,0,0,1
52422,31,2,3,0,5513,0,0,1
52423,56,2,3,0,3287,0,0,1
52424,37,3,1,0,4535,0,0,1
52425,46,6,2,0,272,0,0,1
52426,32,6,2,0,139,1,0,1
52427,38,3,2,0,10679,0,0,1
52428,47,2,2,0,1167,1,0,1
52429,38,4,2,0,0,1,0,1
52430,24,6,2,0,153,0,0,1
52431,40,4,2,0,879,0,0,1
52432,58,4,2,0,169,0,0,1
52433,34,2,3,0,2159,0,0,1
52434,30,3,2,0,396,0,0,1
52435,47,6,1,0,602,0,0,1
52436,30,8,2,0,312,1,0,1
52437,30,4,2,0,386,0,0,1
52438,32,2,3,0,924,0,0,1
52439,33,3,2,0,133,0,0,1
52440,34,3,2,0,5107,1,0,1
52441,54,7,2,0,3917,1,0,1
52442,47,7,3,0,3726,0,0,1
52443,39,2,3,0,2034,0,0,1
52444,26,7,2,0,535,0,0,1
52445,32,4,2,0,3271,0,0,1
52446,33,6,2,0,4110,0,0,1
52447,28,3,2,0,942,0,0,1
52448,31,3,2,0,303,0,0,1
52449,26,3,2,0,286,1,0,1
52450,47,2,3,0,1051,0,0,1
52451,59,5,2,0,1538,0,0,1
52452,35,2,2,0,434,1,0,1
52453,31,6,3,0,761,0,0,1
52454,31,2,2,0,376,0,0,1
52455,39,6,3,0,1180,0,0,1
52456,37,2,3,0,536,0,0,1
52457,43,2,3,0,1058,0,0,1
52458,30,2,3,0,5359,0,0,1
52459,52,8,1,0,958,0,0,1
52460,21,5,1,0,600,0,0,1
52461,30,4,2,0,51,1,0,1
52462,41,3,2,0,10901,0,0,1
52463,31,2,2,0,904,0,0,1
52464,44,8,3,0,5464,0,0,1
52465,54,3,2,0,2156,1,0,1
52466,30,3,2,0,0,0,0,1
52467,33,2,3,0,718,1,0,1
52468,38,3,2,0,391,0,0,1
52469,26,10,3,0,1134,0,0,1
52470,43,2,3,0,3518,0,0,1
52471,34,6,2,0,0,0,0,1
52472,73,8,3,0,3438,0,0,1
52473,60,7,1,0,5,0,0,1
52474,53,8,1,0,1495,0,0,1
52475,34,3,3,0,68,0,0,1
52476,36,3,1,0,0,0,0,1
52477,50,5,2,0,32459,0,0,1
52478,40,5,2,0,0,1,0,1
52479,35,2,2,0,1199,0,0,1
52480,31,2,2,0,8662,1,0,1
52481,60,4,2,0,-40,0,0,1
52482,38,3,2,0,1435,0,0,1
52483,42,4,2,0,2995,1,0,1
52484,27,6,2,0,524,0,0,1
52485,25,11,3,0,326,0,0,1
52486,32,3,2,0,1278,0,0,1
52487,63,8,2,0,1494,0,0,1
52488,34,3,2,0,899,1,0,1
52489,29,3,2,0,1165,0,0,1
52490,28,3,2,0,313,0,0,1
52491,31,5,2,0,2044,0,0,1
52492,43,2,3,0,2071,0,0,1
52493,59,4,1,0,2223,0,0,1
52494,30,4,2,0,20,1,0,1
52495,43,8,2,0,2039,0,0,1
52496,27,2,3,0,20585,0,0,1
52497,33,2,2,0,455,1,0,1
52498,33,1,2,0,300,1,0,1
52499,42,2,3,0,5769,0,0,1
52500,49,5,1,0,564,0,0,1
52501,31,4,3,0,2782,0,0,1
52502,28,7,2,0,-127,0,0,1
52503,26,10,3,0,277,0,0,1
52504,43,2,3,0,483,0,0,1
52505,40,7,2,0,5060,0,0,1
52506,44,2,2,0,506,0,0,1
52507,28,5,2,0,105,0,0,1
52508,54,7,1,0,-8,0,0,1
52509,57,5,3,0,51362,0,0,1
52510,53,3,2,0,2106,0,0,1
52511,32,3,2,0,1279,1,0,1
52512,35,6,3,0,4822,0,0,1
52513,27,5,1,0,195,0,0,1
52514,45,6,1,0,-577,0,0,1
52515,68,8,1,0,1612,0,0,1
52516,23,2,3,0,1506,0,0,1
52517,37,2,3,0,535,0,0,1
52518,29,5,2,0,82,0,0,1
52519,31,6,2,0,2911,0,0,1
52520,32,2,3,0,157,0,0,1
52521,25,7,2,0,1745,1,0,1
52522,51,3,2,0,3537,0,0,1
52523,47,4,2,0,3676,0,0,1
52524,49,5,2,0,1228,0,0,1
52525,31,3,2,0,3526,0,0,1
52526,41,4,2,0,257,1,0,1
52527,43,6,1,0,440,1,0,1
52528,29,2,2,0,2753,0,0,1
52529,34,3,2,0,62,0,0,1
52530,33,6,1,0,1928,0,0,1
52531,53,6,1,0,3029,0,0,1
52532,37,2,3,0,238,0,0,1
52533,46,7,3,0,336,1,0,1
52534,27,5,2,0,-378,1,0,1
52535,21,1,3,0,2077,0,0,1
52536,38,2,3,0,22896,0,0,1
52537,67,7,1,0,2344,0,0,1
52538,35,2,3,0,1726,0,0,1
52539,29,4,3,0,0,0,0,1
52540,42,1,2,0,5345,0,0,1
52541,26,7,2,0,535,0,0,1
52542,32,6,2,0,-265,1,0,1
52543,35,9,2,0,4145,0,0,1
52544,30,2,2,0,1745,1,0,1
52545,28,2,3,0,5477,0,0,1
52546,25,4,2,0,136,0,0,1
52547,63,8,1,0,2895,0,0,1
52548,52,2,2,0,4393,0,0,1
52549,36,4,3,0,992,0,0,1
52550,51,5,2,0,1000,0,0,1
52551,40,1,1,0,0,0,0,1
52552,34,2,2,0,368,0,0,1
52553,42,9,1,0,877,0,0,1
52554,39,3,2,0,4328,0,0,1
52555,46,5,1,0,4330,0,0,1
52556,43,5,3,0,962,1,0,1
52557,26,2,2,0,739,0,0,1
52558,36,6,2,0,324,1,1,1
52559,40,5,2,0,1817,1,0,1
52560,37,4,2,0,5637,1,0,1
52561,48,4,1,0,2149,0,0,1
52562,59,5,3,0,6602,0,0,1
52563,49,7,1,0,5025,0,0,1
52564,39,2,3,0,0,1,0,1
52565,29,3,2,0,2326,0,0,1
52566,59,3,2,0,259,0,0,1
52567,25,1,3,0,347,0,0,1
52568,38,6,2,0,462,0,0,1
52569,25,8,1,0,292,0,0,1
52570,58,2,2,0,3399,0,0,1
52571,40,4,1,0,4338,0,0,1
52572,40,8,2,0,1076,0,0,1
52573,49,2,2,0,1623,0,0,1
52574,27,10,3,0,77,0,0,1
52575,30,3,2,0,178,0,0,1
52576,60,8,3,0,2557,1,0,1
52577,72,8,2,0,0,0,0,1
52578,37,4,2,0,4301,0,0,1
52579,52,7,1,0,306,0,0,1
52580,28,7,1,0,940,0,0,1
52581,79,8,1,0,796,0,0,1
52582,46,2,2,0,1147,0,0,1
52583,50,3,2,0,1713,0,0,1
52584,40,5,2,0,4016,0,0,1
52585,58,4,2,0,1572,0,0,1
52586,35,6,3,0,4830,0,0,1
52587,59,3,2,0,0,0,0,1
52588,52,3,2,0,1797,0,0,1
52589,52,2,2,0,371,0,0,1
52590,32,4,2,0,878,1,0,1
52591,49,7,2,0,579,0,0,1
52592,41,3,2,0,5329,0,0,1
52593,48,4,2,0,3518,0,0,1
52594,33,5,2,0,394,0,0,1
52595,33,2,3,0,2371,0,0,1
52596,71,6,1,0,3327,0,0,1
52597,57,2,2,0,472,0,0,1
52598,40,2,3,0,32827,0,0,1
52599,49,5,1,0,0,1,0,1
52600,49,2,2,0,536,1,0,1
52601,28,3,2,0,454,0,0,1
52602,20,10,3,0,755,0,0,1
52603,60,2,3,0,263,0,0,1
52604,25,6,2,0,-190,0,0,1
52605,32,7,2,0,2091,0,0,1
52606,28,3,2,0,451,0,0,1
52607,45,2,2,0,644,1,0,1
52608,56,9,2,0,960,0,0,1
52609,54,2,2,0,2160,1,0,1
52610,56,4,2,0,460,0,0,1
52611,33,2,3,0,224,0,0,1
52612,38,2,2,0,517,1,0,1
52613,34,2,2,0,3391,1,0,1
52614,22,11,3,0,466,0,0,1
52615,41,3,3,0,66,0,0,1
52616,52,9,1,0,959,0,0,1
52617,48,6,1,0,24,1,0,1
52618,33,5,1,0,861,1,0,1
52619,47,4,2,0,203,0,0,1
52620,54,3,2,0,1632,0,0,1
52621,44,6,1,0,8,0,0,1
52622,62,5,2,0,178,0,0,1
52623,25,3,2,0,0,0,1,1
52624,38,7,2,0,261,0,0,1
52625,53,5,1,0,5023,0,0,1
52626,36,7,1,0,1758,0,0,1
52627,34,2,2,0,157,0,0,1
52628,56,8,2,0,1044,0,0,1
52629,38,3,3,0,508,0,0,1
52630,47,3,2,0,2458,0,0,1
52631,40,3,3,0,1646,1,0,1
52632,44,2,2,0,268,0,0,1
52633,38,6,2,0,4322,0,0,1
52634,50,6,2,0,229,0,0,1
52635,26,2,2,0,1438,0,0,1
52636,29,4,2,0,915,0,0,1
52637,69,8,2,0,0,0,0,1
52638,34,2,2,0,916,0,0,1
52639,52,3,2,0,10207,0,0,1
52640,45,2,3,0,5346,0,0,1
52641,53,2,2,0,299,1,0,1
52642,54,7,2,0,3918,1,0,1
52643,35,2,3,0,992,0,0,1
52644,23,3,3,0,896,0,0,1
52645,36,2,3,0,1056,0,0,1
52646,35,3,2,0,0,1,0,1
52647,54,7,2,0,4245,0,0,1
52648,62,4,2,0,3114,0,0,1
52649,29,10,2,0,163,0,0,1
52650,33,3,2,0,133,0,0,1
52651,25,2,2,0,807,0,0,1
52652,35,4,2,0,661,0,0,1
52653,38,6,2,0,1613,1,0,1
52654,59,8,1,0,356,0,0,1
52655,77,7,2,0,275,0,0,1
52656,24,5,2,0,639,0,0,1
52657,46,6,2,0,18805,0,0,1
52658,23,11,2,0,107,0,0,1
52659,48,2,2,0,156,0,0,1
52660,59,2,2,0,2222,0,0,1
52661,30,2,2,0,231,0,0,1
52662,27,6,2,0,759,1,0,1
52663,31,4,2,0,35,0,0,1
52664,33,2,3,0,47,0,0,1
52665,42,3,2,0,430,0,0,1
52666,35,2,3,0,2364,0,0,1
52667,33,1,2,0,11875,0,0,1
52668,78,8,1,0,239,0,0,1
52669,44,2,3,0,7489,0,0,1
52670,40,5,1,0,285,1,0,1
52671,60,9,2,0,0,0,0,1
52672,31,2,3,0,116,0,0,1
52673,59,3,2,0,259,0,0,1
52674,35,5,2,0,9972,0,0,1
52675,34,3,2,0,1353,0,0,1
52676,32,4,2,0,4731,0,0,1
52677,28,2,3,0,2644,0,0,1
52678,32,4,3,0,3300,0,0,1
52679,24,11,2,0,152,0,0,1
52680,37,3,2,0,-411,0,0,1
52681,48,1,3,0,85,0,0,1
52682,58,2,3,0,2986,0,0,1
52683,25,7,1,0,2483,0,0,1
52684,44,6,2,0,95,1,0,1
52685,44,6,3,0,963,1,0,1
52686,34,7,1,0,1906,1,0,1
52687,39,9,2,0,7445,0,0,1
52688,53,2,2,0,480,0,0,1
52689,51,4,2,0,659,0,0,1
52690,58,4,1,0,1443,0,0,1
52691,37,10,2,0,2947,0,0,1
52692,32,3,2,0,1133,1,0,1
